ticker,official_name,name,description,sector,industry,website,shortname,stock_type
YDEX,ЯНДЕКС,МКПАО ЯНДЕКС,"IPJSC Yandex предоставляет поисковые системы и онлайн-сервисы. Компания осуществляет деятельность через такие бизнес-сегменты, как: Поиск и портал, Яндекс.Маркет, Такси, Медиасервисы, Реклама и Прочее. Сегмент поиска и интернет-порталов включает все услуги, предлагаемые в России, Беларуси и Казахстане. Сегмент такси охватывает сферу, связанную с поездками — например, Яндекс.Такси и Uber в России и других странах. В сегмент Яндекс.Маркет входят сервисы для сравнения цен, а также интернет-площадки для продажи товаров и несколько других небольших экспериментальных бизнесов. В состав сегмента медиасервисов входят: КиноПоиск, Яндекс.Музыка, Яндекс.Афиша, Яндекс.ТВ, Яндекс.Студия и сервисы по подписке Яндекс Плюс. Рекламный сегмент занимается размещением рекламы и объявлений в интернете и связанными с этим комиссиями. Сегмент Прочее состоит из небольших и экспериментальных бизнес-подразделений. Компания была основана в 1989 году Еленой Колмановской, Ильей Сегаловичем, Михаилом Фадеевым и Аркадием Воложем.",Технологии,Интернет-услуги,Unknown,ЯНДЕКС,Обыкновенная
AGRO,AGRO-гдр,ГДР ROS AGRO PLC ORD SHS,"Adecoagro S.A. — это холдинговая компания, которая ведёт различную деятельность, включая выращивание посевов и другой сельскохозяйственной продукции, производство молока, производство сахара, этанола и энергии и трансформацию земель. Компания состоит из трёх основных направлений деятельности: Сельское хозяйство; Трансформация земель и Сахар, этанол, энергия. Её сельскохозяйственная деятельность состоит из сбора определенных сельскохозяйственных продуктов, в том числе сельскохозяйственных культур, грубого риса и сахарного тростника, для продажи третьим сторонам и для внутреннего использования в качестве сырья для различных производственных процессов и производство сырого молока. Производственная деятельность включает в себя, среди прочего, продажу готовой продукции, в том числе обработанного риса, сахара, этанола и энергии, а также предоставление услуг, таких как хранение зерна и кондиционирование, обработка и сушка. Деятельность компании по трансформации земель включает в себя приобретение сельскохозяйственных угодий или предприятий с неразвитыми или недостаточно используемыми сельскохозяйственными угодьями.",Обрабатывающая промышленность,Сельскохозяйственные продукты и помол зерна,http://www.rusagrogroup.ru/,AGRO-гдр,Обыкновенная
AKRN,Акрон,Акрон ПАО - обыкн.,Unknown,Обрабатывающая промышленность,Химическая промышленность: сельскохозяйственные химикаты,http://www.acron.ru/,Акрон,Обыкновенная
AQUA,ИНАРКТИКА,ПАО ИНАРКТИКА,Unknown,Обрабатывающая промышленность,Сельскохозяйственные продукты и помол зерна,http://www.russaquaculture.ru/,ИНАРКТИКА,Обыкновенная
AVAN,Авангрд-ао,"АКБ ""АВАНГАРД"" ПАО - обыкн.",Unknown,Финансы,Региональные банки,http://www.avangard.ru/,Авангрд-ао,Обыкновенная
BANEP,Башнефт ап,Башнефть АНК - прив.,Unknown,Энергетические и минеральные ресурсы,Интегрированная нефтяная промышленность,http://www.bashneft.ru/,Башнефт ап,Привилегированная
BRZL,БурЗолото,Бурятзолото ПАО - обыкн.,Unknown,Несырьевые полезные ископаемые,Драгоценные металлы,http://www.buryatzoloto.ru/,БурЗолото,Обыкновенная
CHKZ,ЧКПЗ ао,"""ЧКПЗ"" ПАО - обыкн.",Unknown,Промышленное производство,Производство оригинальных автомобильных запчастей,http://www.chkpz.ru/,ЧКПЗ ао,Обыкновенная
CHMK,ЧМК ао,"""ЧМК"" ПАО - обыкн.",Unknown,Несырьевые полезные ископаемые,Сталь,http://www.mechel.ru/sector/steel/cmk/,ЧМК ао,Обыкновенная
CIAN,CIAN-адр,АДР Cian PLC ORD SHS,Unknown,Технологии,Интернет-сервисы и ПО,http://www.cian.ru/,Unknown,Обыкновенная
DELI,iКаршеринг,Каршеринг Руссия - обыкн.,Unknown,Транспорт,Каршеринг,Unknown,iКаршеринг,Обыкновенная
DZRD,ДонскЗР,Донской завод радиодеталей - обыкн.,Unknown,Потребительские товары длительного пользования,Товары для дома,http://www.alund.ru/,ДонскЗР,Обыкновенная
DZRDP,ДонскЗР п,Донской завод радиодеталей - прив.,Unknown,Потребительские товары длительного пользования,Товары для дома,http://www.alund.ru/,ДонскЗР п,Привилегированная
ENPG,ЭН+ГРУП ао,МКПАО ЭН+ ГРУП - обыкн.,Unknown,Несырьевые полезные ископаемые,Алюминий,http://www.enplusgroup.com/,ЭН+ГРУП ао,Обыкновенная
ETLN,ETLN-гдр,ГДР ETALON GROUP PLC ORD SHS,Unknown,Потребительские товары длительного пользования,Строительство жилья,http://www.etalongroup.com/,ETLN-гдр,Обыкновенная
EUTR,ЕвроТранс,ЕвроТранс - обыкн.,Unknown,Транспорт,Транспортные услуги,Unknown,ЕвроТранс,Обыкновенная
FIXP,FIXP-гдр,ГДР FixPrice Group PLC ORD SHS,Unknown,Розничная торговля,Универмаги,http://ir.fix-price.com/,FIXP-гдр,Обыкновенная
GCHE,ЧеркизГ-ао,Группа Черкизово ПАО - обыкн.,Unknown,Обрабатывающая промышленность,Сельскохозяйственные продукты и помол зерна,http://cherkizovo.com/en/,ЧеркизГ-ао,Обыкновенная
GEMC,МКПАО ЮМГ,Юнайтед Медикал Груп ПАО,Unknown,Здравоохранение,Услуги по уходу за больными,http://www.umg.com.cy/,МКПАО ЮМГ,Обыкновенная
HEAD,Хэдхантер,МКПАО Хэдхантер,Unknown,Услуги,Онлайн-рекрутинг,Unknown,Хэдхантер,Обыкновенная
HNFG,ХЭНДЕРСОН,ХЭНДЕРСОН - обыкн.,Unknown,Розничная торговля,Производство и продажа одежды,Unknown,ХЭНДЕРСОН,Обыкновенная
IGST,Ижсталь2ао,Ижсталь ПАО ао 2в.,Unknown,Несырьевые полезные ископаемые,Сталь,http://www.izhstal.ru/,Ижсталь2ао,Обыкновенная
IGSTP,Ижсталь ап,Ижсталь ПАО - прив.,Unknown,Несырьевые полезные ископаемые,Сталь,http://www.izhstal.ru/,Ижсталь ап,Привилегированная
INGR,ИНГРАД ао,ИНГРАД ПАО - обыкн.,Unknown,Финансы,Девелопмент недвижимости,http://www.opin.ru/,ИНГРАД ао,Обыкновенная
KMEZ,КМЗ,Ковровский механический завод,Unknown,Промышленное производство,Промышленное оборудование,http://www.kvmz.ru/,КМЗ,Обыкновенная
KOGK,КоршГОК ао,Коршуновский ГОК ПАО - обыкн.,Unknown,Несырьевые полезные ископаемые,Сталь,http://www.mechel.ru/sector/mining/korshunovskij_gok,КоршГОК ао,Обыкновенная
KRKN,СаратНПЗ,Саратовский НПЗ ПАО - обыкн.,Unknown,Энергетические и минеральные ресурсы,Переработка и продажа нефти,Unknown,СаратНПЗ,Обыкновенная
KRKNP,СаратНПЗ-п,Саратовский НПЗ ПАО - прив.,Unknown,Энергетические и минеральные ресурсы,Переработка и продажа нефти,Unknown,СаратНПЗ-п,Привилегированная
LENT,Лента ао,Лента МКПАО - обыкн.,"ПАО «Лента» занимается управлением и развитием сети гипермаркетов и супермаркетов. Основной особенностью гипермаркетов «Лента» является их ценовой формат, помимо этого, сами магазины имеют сильные различия между собой с точки зрения стратегии продвижения и ценообразования, а также ассортимента местных товаров. Компания была основана 25 октября 1993 года. Штаб-квартира находится в Санкт-Петербурге, Россия.",Розничная торговля,Продуктовая розница,http://www.lentainvestor.com/,Лента ао,Обыкновенная
LNZL,Лензолото,"""Лензолото"" ПАО - обыкн.",Unknown,Несырьевые полезные ископаемые,Драгоценные металлы,http://www.len-zoloto.ru/,Лензолото,Обыкновенная
LNZLP,Лензол. ап,"""Лензолото"" ПАО - прив.",Unknown,Несырьевые полезные ископаемые,Драгоценные металлы,http://www.len-zoloto.ru/,Лензол. ап,Привилегированная
LSRG,ЛСР ао,Группа ЛСР ПАО - обыкн.,Unknown,Финансы,Девелопмент недвижимости,http://www.lsrgroup.ru/,ЛСР ао,Обыкновенная
MDMG,MDMG-ао,МКПАО «МД Медикал Груп»,Unknown,Здравоохранение,Медицинские услуги,Unknown,MDMG-ао,Обыкновенная
MGNZ,СМЗ-ао,Соликамский магн.завод(ОАО)ао,Unknown,Несырьевые полезные ископаемые,Прочие металлы и минералы,http://www.smw.ru/,СМЗ-ао,Обыкновенная
MGTS,МГТС-5ао,"ПАО ""МГТС"" ао (5 в)",Unknown,Связь,Ведущие телекоммуникационные компании,http://www.mgts.ru/,МГТС-5ао,Обыкновенная
MGTSP,МГТС-4ап,"ПАО ""МГТС"" - прив.",Unknown,Связь,Ведущие телекоммуникационные компании,http://www.mgts.ru/,МГТС-4ап,Привилегированная
NNSB,ТНСэнНН ао,ТНС энерго Нижний Новг.ПАО - обыкн.,Unknown,Коммунальные услуги,Электроэнергетика,http://www.nn.tns-e.ru/,ТНСэнНН ао,Обыкновенная
NNSBP,ТНСэнНН ап,ТНС энерго Нижний Новг.ПАО - прив.,Unknown,Коммунальные услуги,Электроэнергетика,http://www.nn.tns-e.ru/,ТНСэнНН ап,Привилегированная
OMZZP,ОМЗ-ап,"ап""Объединён. маш. заводы""",Unknown,Производственно-технические услуги,Нефтепромысловое оборудование и услуги,http://www.omz.ru/,ОМЗ-ап,Привилегированная
PAZA,ПавлАвт ао,Павловский автобус ПАО - обыкн.,Unknown,Потребительские товары длительного пользования,Автомобильная промышленность,http://www.paz-bus.ru/,ПавлАвт ао,Обыкновенная
PRMB,Приморье,"АКБ ""Приморье"" - обыкн.",Unknown,Финансы,Региональные банки,http://www.primbank.ru/,Приморье,Обыкновенная
QIWI,iNanduQPLC,NanduQ PLC,Unknown,Технологии,Услуги обработки информации,http://www.qiwi.com/,iNanduQPLC,Обыкновенная
RKKE,ЭнергияРКК,РКК Энергия им.С.П.Королева - обыкн.,Unknown,Электронные технологии,Авиакосмическая и оборонная промышленность,http://www.energia.ru/,ЭнергияРКК,Обыкновенная
RTGZ,ГР Ростов,Газпром газорасп Р-н-Д ПАО - обыкн.,Unknown,Коммунальные услуги,Газоснабжение,http://www.rostovoblgaz.ru/,ГР Ростов,Обыкновенная
SVAV,СОЛЛЕРС,"ПАО ""СОЛЛЕРС""",Unknown,Потребительские товары длительного пользования,Автомобильная промышленность,http://www.sollers-auto.com/,СОЛЛЕРС,Обыкновенная
SVET,Светофор,Светофор Групп - обыкн.,Unknown,Розничная торговля,Прочие коммерческие услуги,http://www.svetoforgroup.ru/,Светофор,Обыкновенная
SVETP,Светофор п,Светофор Групп - прив.,Unknown,Розничная торговля,Дискаунтеры,Unknown,Светофор п,Привилегированная
TNSE,ТНСэнрг ао,"ПАО ГК ""ТНС энерго"" - обыкн.",Unknown,Коммунальные услуги,Электроэнергетика,http://www.tns-s.ru/,ТНСэнрг ао,Обыкновенная
UKUZ,ЮжКузб. ао,Южный Кузбасс ПАО - обыкн.,Unknown,Энергетические и минеральные ресурсы,Уголь,http://www.ukuzbass.ru/,ЮжКузб. ао,Обыкновенная
UNKL,ЮУНК ао,Южно-Уральский никел. комб. - обыкн.,Unknown,Несырьевые полезные ископаемые,Прочие металлы и минералы,http://www.unickel.ru/,ЮУНК ао,Обыкновенная
URKZ,УрКузница,"ПАО ""Уральская кузница"" - обыкн.",Unknown,Несырьевые полезные ископаемые,Сталь,http://www.uralkuz.ru/,УрКузница,Обыкновенная
UWGN,ОВК ао,ПАО НПК ОВК - обыкн.,Unknown,Промышленное производство,"Грузовые автомобили, строительная и сельскохозяйственная техника",http://www.uniwagon.com/en,ОВК ао,Обыкновенная
VJGZ,Варьеган,ННК-Варьеганнефтегаз ПАО - обыкн.,Unknown,Энергетические и минеральные ресурсы,Интегрированная нефтяная промышленность,http://www.varyeganneftegaz.ru/,Варьеган,Обыкновенная
VJGZP,Варьеган-п,ННК-Варьеганнефтегаз ПАО - прив.,Unknown,Энергетические и минеральные ресурсы,Интегрированная нефтяная промышленность,http://www.varyeganneftegaz.ru/,Варьеган-п,Привилегированная
VSMO,ВСМПО-АВСМ,Корп. ВСМПО-АВИСМА (ПАО) - обыкн.,Unknown,Несырьевые полезные ископаемые,Прочие металлы и минералы,http://www.vsmpo.ru/,ВСМПО-АВСМ,Обыкновенная
VSYD,ВыбСудЗ ао,Выборгский Суд.Завод ПАО - обыкн.,Unknown,Промышленное производство,"Грузовые автомобили, строительная и сельскохозяйственная техника",http://www.vyborgshipyard.ru/,ВыбСудЗ ао,Обыкновенная
VSYDP,ВыбСудЗ ап,Выборгский Суд.Завод ПАО - прив.,Unknown,Промышленное производство,"Грузовые автомобили, строительная и сельскохозяйственная техника",http://www.vyborgshipyard.ru/,ВыбСудЗ ап,Привилегированная
ZILL,ЗИЛ ао,Завод им. И.А.Лихачева ПАО - обыкн.,Unknown,Потребительские товары длительного пользования,Автомобильная промышленность,http://www.amo-zil.ru/,ЗИЛ ао,Обыкновенная
