ticker,official_name,name,description,sector,industry,website,shortname
KMEZ,КМЗ,Ковровский механический завод,Unknown,Промышленное производство,Промышленное оборудование,http://www.kvmz.ru/,КМЗ
KOGK,КоршГОК ао,Коршуновский ГОК ПАО - обыкн.,Unknown,Несырьевые полезные ископаемые,Сталь,http://www.mechel.ru/sector/mining/korshunovskij_gok,КоршГОК ао
KRKN,СаратНПЗ,Саратовский НПЗ ПАО - обыкн.,Unknown,Энергетические и минеральные ресурсы,Переработка и продажа нефти,Unknown,СаратНПЗ
KRKNP,СаратНПЗ-п,Саратовский НПЗ ПАО - прив.,Unknown,Энергетические и минеральные ресурсы,Переработка и продажа нефти,Unknown,СаратНПЗ-п
LENT,Лента ао,Лента МКПАО - обыкн.,"ПАО «Лента» занимается управлением и развитием сети гипермаркетов и супермаркетов. Основной особенностью гипермаркетов «Лента» является их ценовой формат, помимо этого, сами магазины имеют сильные различия между собой с точки зрения стратегии продвижения и ценообразования, а также ассортимента местных товаров. Компания была основана 25 октября 1993 года. Штаб-квартира находится в Санкт-Петербурге, Россия.",Розничная торговля,Продуктовая розница,http://www.lentainvestor.com/,Лента ао
LNZL,Лензолото,"""Лензолото"" ПАО - обыкн.",Unknown,Несырьевые полезные ископаемые,Драгоценные металлы,http://www.len-zoloto.ru/,Лензолото
LNZLP,Лензол. ап,"""Лензолото"" ПАО - прив.",Unknown,Несырьевые полезные ископаемые,Драгоценные металлы,http://www.len-zoloto.ru/,Лензол. ап
LSRG,ЛСР ао,Группа ЛСР ПАО - обыкн.,Unknown,Финансы,Девелопмент недвижимости,http://www.lsrgroup.ru/,ЛСР ао
MDMG,MDMG-ао,МКПАО «МД Медикал Груп»,Unknown,Unknown,Unknown,Unknown,MDMG-ао
MGNZ,СМЗ-ао,Соликамский магн.завод(ОАО)ао,Unknown,Несырьевые полезные ископаемые,Прочие металлы и минералы,http://www.smw.ru/,СМЗ-ао
MGTS,МГТС-5ао,"ПАО ""МГТС"" ао (5 в)",Unknown,Связь,Ведущие телекоммуникационные компании,http://www.mgts.ru/,МГТС-5ао
MGTSP,МГТС-4ап,"ПАО ""МГТС"" - прив.",Unknown,Связь,Ведущие телекоммуникационные компании,http://www.mgts.ru/,МГТС-4ап
NNSB,ТНСэнНН ао,ТНС энерго Нижний Новг.ПАО - обыкн.,Unknown,Коммунальные услуги,Электроэнергетика,http://www.nn.tns-e.ru/,ТНСэнНН ао
NNSBP,ТНСэнНН ап,ТНС энерго Нижний Новг.ПАО - прив.,Unknown,Коммунальные услуги,Электроэнергетика,http://www.nn.tns-e.ru/,ТНСэнНН ап
OMZZP,ОМЗ-ап,"ап""Объединён. маш. заводы""",Unknown,Производственно-технические услуги,Нефтепромысловое оборудование и услуги,http://www.omz.ru/,ОМЗ-ап
PAZA,ПавлАвт ао,Павловский автобус ПАО - обыкн.,Unknown,Потребительские товары длительного пользования,Автомобильная промышленность,http://www.paz-bus.ru/,ПавлАвт ао
PRMB,Приморье,"АКБ ""Приморье"" - обыкн.",Unknown,Финансы,Региональные банки,http://www.primbank.ru/,Приморье
QIWI,iNanduQPLC,NanduQ PLC,Unknown,Технологии,Услуги обработки информации,http://www.qiwi.com/,iNanduQPLC
RKKE,ЭнергияРКК,РКК Энергия им.С.П.Королева - обыкн.,Unknown,Электронные технологии,Авиакосмическая и оборонная промышленность,http://www.energia.ru/,ЭнергияРКК
RTGZ,ГР Ростов,Газпром газорасп Р-н-Д ПАО - обыкн.,Unknown,Коммунальные услуги,Газоснабжение,http://www.rostovoblgaz.ru/,ГР Ростов
SVAV,СОЛЛЕРС,"ПАО ""СОЛЛЕРС""",Unknown,Потребительские товары длительного пользования,Автомобильная промышленность,http://www.sollers-auto.com/,СОЛЛЕРС
SVET,Светофор,Светофор Групп - обыкн.,Unknown,Коммерческие услуги,Прочие коммерческие услуги,http://www.svetoforgroup.ru/,Светофор
SVETP,Светофор п,Светофор Групп - прив.,Unknown,Unknown,Unknown,Unknown,Светофор п
TNSE,ТНСэнрг ао,"ПАО ГК ""ТНС энерго"" - обыкн.",Unknown,Коммунальные услуги,Электроэнергетика,http://www.tns-s.ru/,ТНСэнрг ао
UKUZ,ЮжКузб. ао,Южный Кузбасс ПАО - обыкн.,Unknown,Энергетические и минеральные ресурсы,Уголь,http://www.ukuzbass.ru/,ЮжКузб. ао
UNKL,ЮУНК ао,Южно-Уральский никел. комб. - обыкн.,Unknown,Несырьевые полезные ископаемые,Прочие металлы и минералы,http://www.unickel.ru/,ЮУНК ао
URKZ,УрКузница,"ПАО ""Уральская кузница"" - обыкн.",Unknown,Несырьевые полезные ископаемые,Сталь,http://www.uralkuz.ru/,УрКузница
UWGN,ОВК ао,ПАО НПК ОВК - обыкн.,Unknown,Промышленное производство,"Грузовые автомобили, строительная и сельскохозяйственная техника",http://www.uniwagon.com/en,ОВК ао
VJGZ,Варьеган,ННК-Варьеганнефтегаз ПАО - обыкн.,Unknown,Энергетические и минеральные ресурсы,Интегрированная нефтяная промышленность,http://www.varyeganneftegaz.ru/,Варьеган
VJGZP,Варьеган-п,ННК-Варьеганнефтегаз ПАО - прив.,Unknown,Энергетические и минеральные ресурсы,Интегрированная нефтяная промышленность,http://www.varyeganneftegaz.ru/,Варьеган-п
VSMO,ВСМПО-АВСМ,Корп. ВСМПО-АВИСМА (ПАО) - обыкн.,Unknown,Несырьевые полезные ископаемые,Прочие металлы и минералы,http://www.vsmpo.ru/,ВСМПО-АВСМ
VSYD,ВыбСудЗ ао,Выборгский Суд.Завод ПАО - обыкн.,Unknown,Промышленное производство,"Грузовые автомобили, строительная и сельскохозяйственная техника",http://www.vyborgshipyard.ru/,ВыбСудЗ ао
VSYDP,ВыбСудЗ ап,Выборгский Суд.Завод ПАО - прив.,Unknown,Промышленное производство,"Грузовые автомобили, строительная и сельскохозяйственная техника",http://www.vyborgshipyard.ru/,ВыбСудЗ ап
ZILL,ЗИЛ ао,Завод им. И.А.Лихачева ПАО - обыкн.,Unknown,Потребительские товары длительного пользования,Автомобильная промышленность,http://www.amo-zil.ru/,ЗИЛ ао
